Date,P/E,P/B,Div Yield %,,Investment
16-Apr-10,22.78,3.74,0.93,,
19-Apr-10,22.58,3.7,0.94,,
20-Apr-10,22.71,3.72,0.93,,
21-Apr-10,22.78,3.73,0.93,,
22-Apr-10,22.88,3.75,0.93,,
23-Apr-10,23.03,3.77,0.92,,
26-Apr-10,23.11,3.78,0.92,,
27-Apr-10,22.45,3.77,0.92,,
28-Apr-10,22.05,3.71,0.94,,
29-Apr-10,22.22,3.74,0.93,,
30-Apr-10,22.29,3.75,0.92,,
3-May-10,22.06,3.71,0.93,,
4-May-10,21.74,3.66,0.95,,
5-May-10,21.64,3.64,0.95,,
6-May-10,21.5,3.62,0.96,,
7-May-10,21.19,3.57,0.97,,
10-May-10,21.92,3.69,0.95,,
11-May-10,21.68,3.65,0.96,,
12-May-10,21.77,3.66,0.96,,
13-May-10,21.86,3.68,0.95,,
14-May-10,21.26,3.62,0.97,,
17-May-10,21.12,3.6,0.97,,
18-May-10,21.14,3.6,0.97,,
19-May-10,20.53,3.5,1,,
20-May-10,20.65,3.52,1,,
21-May-10,20.58,3.5,1,,
24-May-10,20.63,3.51,1,,
25-May-10,20.06,3.42,1.03,,
26-May-10,20.52,3.49,1,,
27-May-10,20.88,3.56,0.98,,
28-May-10,21.22,3.6,0.97,,
31-May-10,21.3,3.61,0.97,,
1-Jun-10,20.81,3.53,0.99,,
2-Jun-10,21.02,3.57,0.98,,
3-Jun-10,21.4,3.63,0.96,,
4-Jun-10,21.5,3.65,0.96,,
7-Jun-10,21.11,3.58,0.98,,
8-Jun-10,20.91,3.55,0.99,,
9-Jun-10,20.97,3.56,0.98,,
10-Jun-10,21.3,3.61,0.97,,
11-Jun-10,21.44,3.64,0.96,,
14-Jun-10,21.77,3.7,0.95,,
15-Jun-10,21.87,3.72,0.94,,
16-Jun-10,21.92,3.72,0.94,,
17-Jun-10,22.09,3.75,0.93,,
18-Jun-10,22.04,3.75,0.94,,
21-Jun-10,22.42,3.81,0.92,,
22-Jun-10,22.27,3.78,0.93,,
23-Jun-10,22.29,3.79,0.92,,
24-Jun-10,22.28,3.79,0.92,,
25-Jun-10,22.07,3.75,0.93,,
28-Jun-10,22.34,3.8,0.92,,
29-Jun-10,22.01,3.74,0.94,,
30-Jun-10,22.25,3.78,0.93,,
1-Jul-10,21.99,3.74,0.94,,
2-Jul-10,21.93,3.73,0.94,,
5-Jul-10,21.93,3.73,0.94,,
6-Jul-10,22.15,3.76,0.93,,
7-Jul-10,21.95,3.73,0.94,,
8-Jul-10,22.18,3.77,0.93,,
9-Jul-10,22.42,3.81,0.92,,
12-Jul-10,22.56,3.83,0.91,,
13-Jul-10,22.63,3.85,0.91,,
14-Jul-10,22.57,3.84,0.91,,
15-Jul-10,22.54,3.83,0.91,,
16-Jul-10,22.61,3.84,0.91,,
19-Jul-10,22.61,3.84,0.91,,
20-Jul-10,22.53,3.83,0.91,,
21-Jul-10,22.66,3.85,0.91,,
22-Jul-10,22.75,3.88,0.9,,
23-Jul-10,22.78,3.89,0.9,,
26-Jul-10,22.53,3.87,0.91,,
27-Jul-10,22.58,3.87,0.9,,
28-Jul-10,22.44,3.85,0.91,,
29-Jul-10,22.49,3.81,1.01,,
30-Jul-10,22.31,3.78,1.02,,
2-Aug-10,22.91,3.83,1.01,,
3-Aug-10,22.95,3.68,1.04,,
4-Aug-10,23.07,3.7,1.03,,
5-Aug-10,22.98,3.69,1.04,,
6-Aug-10,22.95,3.56,1.11,,
9-Aug-10,23,3.59,1.1,,
10-Aug-10,22.89,3.58,1.11,,
11-Aug-10,22.72,3.55,1.12,,
12-Aug-10,22.71,3.55,1.12,,
13-Aug-10,22.86,3.57,1.11,,
16-Aug-10,22.76,3.55,1.12,,
17-Aug-10,22.75,3.55,1.12,,
18-Aug-10,23.02,3.59,1.1,,
19-Aug-10,23.28,3.63,1.09,,
20-Aug-10,23.24,3.62,1.09,,
23-Aug-10,23.29,3.63,1.09,,
24-Aug-10,23.13,3.61,1.1,,
25-Aug-10,22.98,3.58,1.11,,
26-Aug-10,23.05,3.59,1.11,,
27-Aug-10,22.76,3.54,1.12,,
30-Aug-10,22.78,3.55,1.12,,
31-Aug-10,22.73,3.54,1.12,,
1-Sep-10,23.02,3.58,1.11,,
2-Sep-10,23.08,3.59,1.1,,
3-Sep-10,23.05,3.59,1.1,,
6-Sep-10,23.46,3.65,1.09,,
7-Sep-10,23.58,3.67,1.08,,
8-Sep-10,23.59,3.67,1.08,,
9-Sep-10,23.73,3.69,1.07,,
13-Sep-10,24.32,3.78,1.05,,
14-Sep-10,24.47,3.81,1.04,,
15-Sep-10,24.74,3.85,1.03,,
16-Sep-10,24.61,3.83,1.04,,
17-Sep-10,24.84,3.87,1.03,,
20-Sep-10,25.25,3.93,1.01,,
21-Sep-10,25.37,3.87,1.02,,
22-Sep-10,25.29,3.86,1.02,,
23-Sep-10,25.16,3.84,1.03,,
24-Sep-10,25.41,3.88,1.02,,
27-Sep-10,25.48,3.89,1.01,,
28-Sep-10,25.45,3.82,1.03,,
29-Sep-10,25.29,3.79,1.03,,
30-Sep-10,25.46,3.82,1.03,,
1-Oct-10,25.54,3.93,1.02,,
4-Oct-10,25.61,3.88,1.02,,
5-Oct-10,25.55,3.87,1.02,,
6-Oct-10,25.72,3.89,1.01,,
7-Oct-10,25.44,3.85,1.02,,
8-Oct-10,25.37,3.84,1.03,,
11-Oct-10,25.51,3.86,1.02,,
12-Oct-10,25.32,3.83,1.03,,
13-Oct-10,25.91,3.92,1.01,,
14-Oct-10,25.68,3.89,1.02,,
15-Oct-10,25.2,3.81,1.03,,
18-Oct-10,25.07,3.82,1.03,,
19-Oct-10,24.87,3.79,1.04,,
20-Oct-10,24.69,3.76,1.05,,
21-Oct-10,25.18,3.84,1.03,,
22-Oct-10,25.03,3.82,1.03,,
25-Oct-10,25.2,3.84,1.03,,
26-Oct-10,24.98,3.82,1.03,,
27-Oct-10,24.69,3.78,1.04,,
28-Oct-10,24.59,3.76,1.04,,
29-Oct-10,24.71,3.78,1.04,,
1-Nov-10,25.12,3.85,1.02,,
2-Nov-10,25.13,3.85,1.02,,
3-Nov-10,25.3,3.87,1.01,,
4-Nov-10,25.47,3.95,0.99,,
5-Nov-10,25.59,3.97,0.99,,
8-Nov-10,25.43,3.94,1,,
9-Nov-10,25.55,3.96,0.99,,
10-Nov-10,25.44,3.94,1,,
11-Nov-10,25.11,3.89,1.01,,
12-Nov-10,24.62,3.82,1.03,,
15-Nov-10,24.39,3.86,1.02,,
16-Nov-10,23.86,3.77,1.04,,
18-Nov-10,23.9,3.78,1.04,,
19-Nov-10,23.47,3.71,1.06,,
22-Nov-10,23.98,3.79,1.04,,
23-Nov-10,23.69,3.74,1.05,,
24-Nov-10,23.41,3.7,1.06,,
25-Nov-10,23.15,3.66,1.08,,
26-Nov-10,22.96,3.63,1.08,,
29-Nov-10,23.26,3.67,1.07,,
30-Nov-10,23.39,3.69,1.06,,
1-Dec-10,23.78,3.76,1.05,,
2-Dec-10,23.96,3.78,1.04,,
3-Dec-10,23.89,3.77,1.04,,
6-Dec-10,23.88,3.77,1.04,,
7-Dec-10,23.82,3.76,1.04,,
8-Dec-10,23.53,3.72,1.06,,
9-Dec-10,22.98,3.63,1.08,,
10-Dec-10,23.35,3.69,1.07,,
13-Dec-10,23.58,3.72,1.06,,
14-Dec-10,23.72,3.75,1.05,,
15-Dec-10,23.51,3.71,1.06,,
16-Dec-10,23.74,3.75,1.05,,
20-Dec-10,23.73,3.75,1.05,,
21-Dec-10,23.95,3.78,1.04,,
22-Dec-10,23.88,3.77,1.04,,
23-Dec-10,23.86,3.77,1.04,,
24-Dec-10,23.99,3.79,1.04,,
27-Dec-10,23.94,3.78,1.04,,
28-Dec-10,23.93,3.78,1.04,,
29-Dec-10,24.19,3.82,1.03,,
30-Dec-10,24.35,3.85,1.02,,
31-Dec-10,24.48,3.87,1.02,,
3-Jan-11,24.57,3.88,1.01,,
4-Jan-11,24.53,3.87,1.01,,
5-Jan-11,24.26,3.83,1.03,,
6-Jan-11,24.14,3.81,1.03,,
7-Jan-11,23.56,3.72,1.06,,
10-Jan-11,23.01,3.63,1.08,,
11-Jan-11,22.98,3.63,1.08,,
12-Jan-11,23.41,3.7,1.06,,
13-Jan-11,22.92,3.63,1.08,,
14-Jan-11,22.5,3.57,1.1,,
17-Jan-11,22.5,3.57,1.1,,
18-Jan-11,22.66,3.61,1.09,,
19-Jan-11,22.51,3.59,1.09,,
20-Jan-11,22.59,3.6,1.09,,
21-Jan-11,22.41,3.59,1.09,,
24-Jan-11,22.26,3.62,1.08,,
25-Jan-11,21.96,3.59,1.1,,
27-Jan-11,21.64,3.53,1.11,,
28-Jan-11,21.23,3.48,1.13,,
31-Jan-11,21.06,3.47,1.13,,
1-Feb-11,20.7,3.42,1.15,,
2-Feb-11,20.8,3.43,1.15,,
3-Feb-11,21.16,3.49,1.13,,
4-Feb-11,20.67,3.4,1.15,,
7-Feb-11,20.69,3.41,1.15,,
8-Feb-11,20.35,3.35,1.17,,
9-Feb-11,20.12,3.32,1.19,,
10-Feb-11,20.01,3.3,1.19,,
11-Feb-11,20.34,3.35,1.17,,
14-Feb-11,20.86,3.45,1.14,,
15-Feb-11,20.96,3.47,1.13,,
16-Feb-11,20.95,3.47,1.13,,
17-Feb-11,21.19,3.51,1.12,,
18-Feb-11,20.86,3.46,1.14,,
21-Feb-11,21.09,3.49,1.13,,
22-Feb-11,20.9,3.46,1.14,,
23-Feb-11,20.82,3.44,1.14,,
24-Feb-11,20.15,3.33,1.18,,
25-Feb-11,20.31,3.36,1.17,,
28-Feb-11,20.42,3.38,1.17,,
1-Mar-11,21.14,3.5,1.13,,
3-Mar-11,21.2,3.51,1.12,,
4-Mar-11,21.21,3.51,1.12,,
7-Mar-11,20.92,3.46,1.14,,
8-Mar-11,21.14,3.5,1.13,,
9-Mar-11,21.18,3.5,1.12,,
10-Mar-11,21.04,3.48,1.13,,
11-Mar-11,20.85,3.45,1.14,,
14-Mar-11,21.18,3.5,1.12,,
15-Mar-11,20.87,3.45,1.14,,
16-Mar-11,21.1,3.49,1.13,,
17-Mar-11,20.86,3.45,1.14,,
18-Mar-11,20.58,3.4,1.16,,
21-Mar-11,20.54,3.4,1.16,,
22-Mar-11,20.73,3.43,1.15,,
23-Mar-11,20.99,3.47,1.13,,
24-Mar-11,21.15,3.5,1.13,,
25-Mar-11,21.46,3.59,1.1,,
28-Mar-11,21.59,3.61,1.1,,
29-Mar-11,21.77,3.64,1.09,,
30-Mar-11,21.97,3.67,1.08,,
31-Mar-11,22.14,3.7,1.07,,
1-Apr-11,22.11,3.7,1.07,,
4-Apr-11,22.43,3.75,1.06,,
5-Apr-11,22.43,3.75,1.06,,
6-Apr-11,22.36,3.74,1.06,,
7-Apr-11,22.34,3.73,1.06,,
8-Apr-11,22.18,3.71,1.07,,
11-Apr-11,21.96,3.67,1.08,,
13-Apr-11,22.43,3.75,1.06,,
15-Apr-11,22.02,3.69,1.07,,
18-Apr-11,21.66,3.63,1.09,,
19-Apr-11,21.65,3.64,1.09,,
20-Apr-11,22.06,3.71,1.07,,
21-Apr-11,22.18,3.73,1.06,,
25-Apr-11,21.94,3.73,1.06,,
26-Apr-11,21.91,3.72,1.06,,
27-Apr-11,21.79,3.7,1.07,,
28-Apr-11,21.61,3.67,1.08,,
29-Apr-11,21.36,3.65,1.09,,
2-May-11,21.19,3.62,1.09,,
3-May-11,20.68,3.53,1.12,,
4-May-11,20.58,3.51,1.13,,
5-May-11,20.32,3.43,1.23,,
6-May-11,20.67,3.49,1.21,,
9-May-11,20.66,3.49,1.21,,
10-May-11,20.61,3.48,1.22,,
11-May-11,20.71,3.5,1.21,,
12-May-11,20.4,3.45,1.23,,
13-May-11,20.6,3.48,1.22,,
16-May-11,20.39,3.45,1.23,,
17-May-11,20.16,3.41,1.24,,
18-May-11,20.18,3.4,1.25,,
19-May-11,20.2,3.41,1.24,,
20-May-11,20.34,3.44,1.23,,
23-May-11,19.93,3.38,1.25,,
24-May-11,19.9,3.38,1.25,,
25-May-11,19.72,3.36,1.26,,
26-May-11,19.95,3.4,1.25,,
27-May-11,20.26,3.44,1.23,,
30-May-11,20.25,3.39,1.24,,
31-May-11,20.53,3.45,1.22,,
1-Jun-11,20.65,3.47,1.22,,
2-Jun-11,20.49,3.44,1.23,,
3-Jun-11,20.37,3.42,1.23,,
6-Jun-11,20.43,3.43,1.23,,
7-Jun-11,20.52,3.44,1.22,,
8-Jun-11,20.41,3.43,1.28,,
9-Jun-11,20.39,3.42,1.28,,
10-Jun-11,20.26,3.4,1.29,,
13-Jun-11,20.25,3.4,1.29,,
14-Jun-11,20.31,3.41,1.29,,
15-Jun-11,20.12,3.38,1.3,,
16-Jun-11,19.93,3.35,1.31,,
17-Jun-11,19.82,3.33,1.32,,
20-Jun-11,19.42,3.26,1.35,,
21-Jun-11,19.48,3.27,1.34,,
22-Jun-11,19.46,3.27,1.34,,
23-Jun-11,19.61,3.3,1.33,,
24-Jun-11,20.17,3.39,1.3,,
27-Jun-11,20.38,3.43,1.28,,
28-Jun-11,20.44,3.44,1.28,,
29-Jun-11,20.65,3.47,1.27,,
30-Jun-11,20.82,3.5,1.25,,
1-Jul-11,20.75,3.49,1.26,,
4-Jul-11,20.83,3.5,1.25,,
5-Jul-11,20.76,3.49,1.26,,
6-Jul-11,20.74,3.49,1.26,,
7-Jul-11,21.12,3.55,1.24,,
8-Jul-11,20.87,3.51,1.25,,
11-Jul-11,20.67,3.48,1.26,,
12-Jul-11,20.29,3.43,1.28,,
13-Jul-11,20.51,3.46,1.27,,
14-Jul-11,20.55,3.47,1.27,,
15-Jul-11,20.45,3.46,1.27,,
18-Jul-11,20.4,3.45,1.27,,
19-Jul-11,20.57,3.48,1.26,,
20-Jul-11,20.34,3.45,1.27,,
21-Jul-11,20.25,3.44,1.28,,
22-Jul-11,20.57,3.5,1.26,,
25-Jul-11,20.71,3.52,1.25,,
26-Jul-11,20.22,3.46,1.27,,
27-Jul-11,20.09,3.44,1.28,,
28-Jul-11,19.86,3.4,1.29,,
29-Jul-11,19.76,3.4,1.29,,
1-Aug-11,19.81,3.42,1.28,,
2-Aug-11,19.6,3.39,1.3,,
3-Aug-11,19.42,3.33,1.27,,
4-Aug-11,19.19,3.29,1.29,,
5-Aug-11,18.76,3.21,1.32,,
8-Aug-11,18.44,3.16,1.34,,
9-Aug-11,18.24,3.13,1.35,,
10-Aug-11,18.56,3.19,1.33,,
11-Aug-11,18.47,3.17,1.34,,
12-Aug-11,18.24,3.13,1.35,,
16-Aug-11,18.11,3.11,1.36,,
17-Aug-11,18.25,3.12,1.36,,
18-Aug-11,17.85,2.92,1.53,,
19-Aug-11,17.49,2.86,1.57,,
22-Aug-11,17.68,2.89,1.55,,
23-Aug-11,17.87,2.92,1.53,,
24-Aug-11,17.65,2.89,1.55,,
25-Aug-11,17.47,2.86,1.57,,
26-Aug-11,17.14,2.8,1.6,,
29-Aug-11,17.76,2.9,1.54,,
30-Aug-11,18.05,2.95,1.52,,
2-Sep-11,18.19,2.98,1.51,,
5-Sep-11,18.11,2.96,1.51,,
6-Sep-11,18.28,2.99,1.5,,
7-Sep-11,18.5,3.03,1.48,,
8-Sep-11,18.6,3.04,1.47,,
9-Sep-11,18.26,2.99,1.5,,
12-Sep-11,17.86,2.92,1.53,,
13-Sep-11,17.84,2.92,1.54,,
14-Sep-11,18.1,2.96,1.51,,
15-Sep-11,18.33,3,1.49,,
16-Sep-11,18.36,3,1.49,,
19-Sep-11,18.17,2.97,1.51,,
20-Sep-11,18.56,3.04,1.48,,
21-Sep-11,18.54,3.03,1.48,,
22-Sep-11,17.78,2.91,1.54,,
23-Sep-11,17.58,2.87,1.56,,
26-Sep-11,17.46,2.86,1.57,,
27-Sep-11,17.95,2.94,1.53,,
28-Sep-11,17.86,2.92,1.53,,
29-Sep-11,18.11,2.96,1.51,,
30-Sep-11,17.85,2.92,1.53,,
3-Oct-11,17.51,2.86,1.56,,
4-Oct-11,17.23,2.82,1.59,,
5-Oct-11,17.16,2.81,1.6,,
7-Oct-11,17.65,2.89,1.55,,
10-Oct-11,18.03,2.99,1.51,,
11-Oct-11,18.01,2.98,1.52,,
12-Oct-11,18.43,3.06,1.48,,
13-Oct-11,18.35,3.04,1.49,,
14-Oct-11,18.55,3.08,1.47,,
17-Oct-11,18.5,3.07,1.47,,
18-Oct-11,18,3.02,1.5,,
19-Oct-11,18.36,3.08,1.47,,
20-Oct-11,18.14,3.05,1.48,,
21-Oct-11,17.99,3.03,1.49,,
24-Oct-11,18.1,3.06,1.48,,
25-Oct-11,18.39,3.11,1.45,,
26-Oct-11,18.43,3.12,1.45,,
28-Oct-11,19.03,3.21,1.41,,
31-Oct-11,18.9,3.19,1.42,,
1-Nov-11,19.04,3.15,1.43,,
2-Nov-11,19.04,3.15,1.43,,
3-Nov-11,19.06,3.16,1.43,,
4-Nov-11,19.21,3.17,1.43,,
8-Nov-11,19.11,3.17,1.43,,
9-Nov-11,18.78,3.13,1.44,,
11-Nov-11,18.61,3.1,1.46,,
14-Nov-11,18.59,3.09,1.47,,
15-Nov-11,18.35,3.04,1.49,,
16-Nov-11,18.21,3.02,1.5,,
17-Nov-11,17.87,2.96,1.53,,
18-Nov-11,17.76,2.94,1.54,,
21-Nov-11,17.3,2.87,1.58,,
22-Nov-11,17.42,2.89,1.57,,
23-Nov-11,17.04,2.82,1.6,,
24-Nov-11,17.22,2.85,1.59,,
25-Nov-11,17.05,2.82,1.6,,
28-Nov-11,17.56,2.91,1.55,,
29-Nov-11,17.4,2.87,1.57,,
30-Nov-11,17.49,2.89,1.56,,
1-Dec-11,17.87,2.95,1.53,,
2-Dec-11,18.28,3.01,1.49,,
5-Dec-11,18.24,3.01,1.5,,
7-Dec-11,18.33,3.02,1.49,,
8-Dec-11,17.9,2.95,1.53,,
9-Dec-11,17.62,2.9,1.55,,
12-Dec-11,17.25,2.84,1.58,,
13-Dec-11,17.38,2.87,1.57,,
14-Dec-11,17.25,2.84,1.58,,
15-Dec-11,17.19,2.83,1.59,,
16-Dec-11,16.84,2.78,1.62,,
19-Dec-11,16.71,2.75,1.64,,
20-Dec-11,16.46,2.71,1.66,,
21-Dec-11,17,2.8,1.61,,
22-Dec-11,17.14,2.83,1.59,,
23-Dec-11,17.07,2.81,1.6,,
26-Dec-11,17.31,2.85,1.58,,
27-Dec-11,17.2,2.84,1.59,,
28-Dec-11,17.04,2.81,1.6,,
29-Dec-11,16.83,2.77,1.62,,
30-Dec-11,16.75,2.76,1.63,,
2-Jan-12,16.79,2.77,1.63,,
3-Jan-12,17.26,2.82,1.6,,
4-Jan-12,17.2,2.81,1.6,,
5-Jan-12,17.2,2.8,1.6,,
6-Jan-12,17.22,2.8,1.6,,
7-Jan-12,17.19,2.8,1.6,,
9-Jan-12,17.18,2.79,1.6,,
10-Jan-12,17.56,2.86,1.57,,
11-Jan-12,17.61,2.86,1.57,,
12-Jan-12,17.5,2.85,1.58,,
13-Jan-12,17.5,2.87,1.56,,
16-Jan-12,17.53,2.87,1.56,,
17-Jan-12,17.85,2.92,1.53,,
18-Jan-12,17.81,2.9,1.54,,
19-Jan-12,18.03,2.94,1.53,,
20-Jan-12,18.14,2.96,1.52,,
23-Jan-12,18.14,2.96,1.52,,
24-Jan-12,18.28,3.01,1.49,,
25-Jan-12,18.38,2.99,1.51,,
27-Jan-12,18.55,3.02,1.49,,
30-Jan-12,18.13,2.95,1.53,,
31-Jan-12,18.53,3.02,1.49,,
1-Feb-12,18.66,3.04,1.48,,
2-Feb-12,18.77,3.06,1.47,,
3-Feb-12,18.97,3.03,1.48,,
6-Feb-12,19.13,3.05,1.47,,
7-Feb-12,19.02,3.04,1.47,,
8-Feb-12,19.14,3.04,1.48,,
9-Feb-12,19.3,3.06,1.45,,
10-Feb-12,19,3.02,1.47,,
13-Feb-12,18.94,3.03,1.47,,
14-Feb-12,18.95,3.04,1.46,,
15-Feb-12,19.35,3.11,1.43,,
16-Feb-12,19.34,3.1,1.43,,
17-Feb-12,19.49,3.12,1.42,,
21-Feb-12,19.64,3.16,1.41,,
22-Feb-12,19.29,3.1,1.44,,
23-Feb-12,19.21,3.09,1.44,,
24-Feb-12,19.02,3.06,1.46,,
27-Feb-12,18.5,2.98,1.5,,
28-Feb-12,19.05,3.03,1.47,,
29-Feb-12,19.09,3.04,1.47,,
1-Mar-12,18.92,3.01,1.48,,
2-Mar-12,18.99,3.04,1.48,,
3-Mar-12,18.99,3.04,1.48,,
5-Mar-12,18.71,2.99,1.5,,
6-Mar-12,18.51,2.96,1.52,,
7-Mar-12,18.5,2.96,1.52,,
9-Mar-12,18.9,3.02,1.48,,
12-Mar-12,18.94,3.05,1.49,,
13-Mar-12,19.18,3.09,1.47,,
14-Mar-12,19.31,3.1,1.46,,
15-Mar-12,19.01,3.06,1.48,,
16-Mar-12,18.79,3.02,1.5,,
19-Mar-12,18.58,2.99,1.51,,
20-Mar-12,18.64,3,1.51,,
21-Mar-12,18.96,3.05,1.48,,
22-Mar-12,18.47,2.97,1.52,,
23-Mar-12,18.65,3,1.51,,
26-Mar-12,18.32,2.95,1.54,,
27-Mar-12,18.53,2.98,1.52,,
28-Mar-12,18.36,2.95,1.53,,
29-Mar-12,18.3,2.94,1.54,,
30-Mar-12,18.71,3.01,1.5,,
2-Apr-12,18.79,3.02,1.5,,
3-Apr-12,18.93,3.04,1.49,,
4-Apr-12,18.81,3.02,1.5,,
9-Apr-12,18.5,2.97,1.52,,
10-Apr-12,18.53,2.98,1.52,,
11-Apr-12,18.47,2.97,1.52,,
12-Apr-12,18.65,3,1.51,,
13-Apr-12,18.3,2.96,1.53,,
16-Apr-12,18.41,2.98,1.52,,
17-Apr-12,18.63,3.01,1.5,,
18-Apr-12,18.67,3.02,1.5,,
19-Apr-12,18.72,3.04,1.49,,
20-Apr-12,18.58,3.02,1.5,,
23-Apr-12,18.26,2.96,1.53,,
24-Apr-12,18.34,2.98,1.52,,
25-Apr-12,18.27,2.96,1.53,,
26-Apr-12,18.22,2.96,1.53,,
27-Apr-12,17.93,3.04,1.54,,
28-Apr-12,17.99,3.05,1.54,,
30-Apr-12,18.12,3.08,1.52,,
2-May-12,17.99,3.07,1.53,,
3-May-12,17.81,3.04,1.54,,
4-May-12,17.45,2.98,1.57,,
7-May-12,17.54,3,1.56,,
8-May-12,17.15,2.93,1.6,,
9-May-12,17.03,2.92,1.61,,
10-May-12,17,2.91,1.61,,
11-May-12,16.87,2.89,1.62,,
14-May-12,16.95,2.88,1.63,,
15-May-12,17.04,2.9,1.62,,
16-May-12,16.74,2.85,1.64,,
17-May-12,16.78,2.86,1.64,,
18-May-12,16.85,2.87,1.63,,
21-May-12,16.62,2.88,1.63,,
22-May-12,16.46,2.85,1.64,,
23-May-12,16.38,2.84,1.65,,
24-May-12,16.69,2.89,1.62,,
25-May-12,16.68,2.89,1.62,,
28-May-12,16.9,2.93,1.6,,
29-May-12,16.9,2.93,1.6,,
30-May-12,16.75,2.9,1.65,,
31-May-12,16.66,2.89,1.66,,
1-Jun-12,16.36,2.84,1.69,,
4-Jun-12,16.28,2.84,1.68,,
5-Jun-12,16.33,2.8,1.68,,
6-Jun-12,16.78,2.86,1.6,,
7-Jun-12,16.96,2.89,1.58,,
8-Jun-12,16.83,2.9,1.58,,
11-Jun-12,16.79,2.89,1.58,,
12-Jun-12,16.99,2.93,1.56,,
13-Jun-12,16.99,2.93,1.56,,
14-Jun-12,16.77,2.89,1.58,,
15-Jun-12,17.05,2.94,1.55,,
18-Jun-12,16.8,2.9,1.58,,
19-Jun-12,16.93,2.92,1.57,,
20-Jun-12,16.98,2.93,1.56,,
21-Jun-12,17.13,2.96,1.55,,
22-Jun-12,17.07,2.94,1.55,,
25-Jun-12,16.96,2.93,1.56,,
26-Jun-12,16.99,2.93,1.56,,
27-Jun-12,17.06,2.94,1.55,,
28-Jun-12,17.08,2.95,1.55,,
29-Jun-12,17.51,3.02,1.51,,
2-Jul-12,17.51,3.02,1.51,,
3-Jul-12,17.54,3.03,1.51,,
4-Jul-12,17.59,3.03,1.51,,
5-Jul-12,17.67,3.05,1.5,,
6-Jul-12,17.64,3.04,1.5,,
9-Jul-12,17.5,3.02,1.51,,
10-Jul-12,17.74,3.06,1.49,,
11-Jul-12,17.61,3.04,1.51,,
12-Jul-12,17.37,3,1.53,,
13-Jul-12,17.2,2.99,1.53,,
16-Jul-12,17.05,2.98,1.54,,
17-Jul-12,17.04,2.97,1.54,,
18-Jul-12,17.11,2.99,1.53,,
19-Jul-12,17.18,3,1.52,,
20-Jul-12,17.08,2.98,1.53,,
23-Jul-12,16.9,2.93,1.56,,
24-Jul-12,16.86,2.94,1.56,,
25-Jul-12,16.8,2.89,1.58,,
26-Jul-12,16.62,2.85,1.6,,
27-Jul-12,16.68,2.89,1.58,,
30-Jul-12,17,2.94,1.55,,
31-Jul-12,17.09,2.96,1.54,,
1-Aug-12,17.13,2.97,1.54,,
2-Aug-12,17.07,2.96,1.54,,
3-Aug-12,17.03,2.95,1.54,,
6-Aug-12,17.25,2.99,1.52,,
7-Aug-12,17.43,3.02,1.51,,
8-Aug-12,17.43,3.02,1.51,,
9-Aug-12,17.35,3.01,1.51,,
10-Aug-12,17.34,3.01,1.51,,
13-Aug-12,17.51,3.03,1.5,,
14-Aug-12,17.88,3.04,1.52,,
16-Aug-12,17.97,2.99,1.51,,
17-Aug-12,17.97,2.92,1.54,,
21-Aug-12,18.19,2.95,1.53,,
22-Aug-12,18.16,2.95,1.53,,
23-Aug-12,18.17,2.95,1.53,,
24-Aug-12,18.07,2.94,1.54,,
27-Aug-12,17.95,2.92,1.55,,
28-Aug-12,17.9,2.91,1.55,,
29-Aug-12,17.74,2.88,1.56,,
30-Aug-12,17.83,2.9,1.56,,
31-Aug-12,17.64,2.87,1.57,,
3-Sep-12,17.63,2.86,1.58,,
4-Sep-12,17.69,2.87,1.57,,
5-Sep-12,17.53,2.85,1.58,,
6-Sep-12,17.58,2.85,1.58,,
7-Sep-12,17.92,2.91,1.55,,
8-Sep-12,17.98,2.92,1.54,,
10-Sep-12,17.99,2.92,1.54,,
11-Sep-12,18.11,2.94,1.53,,
12-Sep-12,18.24,2.96,1.52,,
13-Sep-12,18.26,2.97,1.52,,
14-Sep-12,18.74,3.04,1.48,,
17-Sep-12,18.85,3.06,1.47,,
18-Sep-12,18.81,3.06,1.48,,
20-Sep-12,18.66,3.03,1.49,,
21-Sep-12,19.12,3.1,1.45,,
24-Sep-12,19.05,3.09,1.46,,
25-Sep-12,19.06,3.1,1.46,,
26-Sep-12,19.02,3.09,1.46,,
27-Sep-12,18.98,3.06,1.46,,
28-Sep-12,19.17,3.18,1.42,,
1-Oct-12,19.22,3.19,1.41,,
3-Oct-12,19.27,3.19,1.41,,
4-Oct-12,19.45,3.2,1.4,,
5-Oct-12,19.32,3.18,1.41,,
8-Oct-12,19.08,3.14,1.43,,
9-Oct-12,19.18,3.16,1.42,,
10-Oct-12,19,3.13,1.43,,
11-Oct-12,19.19,3.16,1.42,,
12-Oct-12,19,3.14,1.43,,
15-Oct-12,19.04,3.15,1.42,,
16-Oct-12,18.86,3.11,1.41,,
17-Oct-12,18.88,3.11,1.4,,
18-Oct-12,19.07,3.14,1.39,,
19-Oct-12,18.94,3.12,1.4,,
22-Oct-12,18.88,3.14,1.39,,
23-Oct-12,18.77,3.11,1.42,,
25-Oct-12,18.81,3.09,1.41,,
26-Oct-12,18.57,3.06,1.42,,
29-Oct-12,18.58,3.06,1.42,,
30-Oct-12,18.36,3.02,1.44,,
31-Oct-12,18.4,3.03,1.44,,
1-Nov-12,18.46,3.05,1.43,,
2-Nov-12,18.6,3.08,1.42,,
